date,market,rank,code,name,score,selected,target_weight
2026-09-08,a,717,002049.SZ,紫光国微,-1.1889282289886702,False,0.0
2026-09-08,a,718,600879.SH,航天电子,-1.1957258698303959,False,0.0
2026-09-08,a,719,300498.SZ,温氏股份,-1.2053817294388103,False,0.0
2026-09-08,a,720,000063.SZ,中兴通讯,-1.2220993205919901,False,0.0
2026-09-08,a,721,601601.SH,中国太保,-1.2230516649741894,False,0.0
2026-09-08,a,722,600415.SH,小商品城,-1.2285901948610287,False,0.0
2026-09-08,a,723,688318.SH,财富趋势,-1.2305419314049104,False,0.0
2026-09-08,a,724,300014.SZ,亿纬锂能,-1.2379480933298952,False,0.0
2026-09-08,a,725,688169.SH,石头科技,-1.2448335036687064,False,0.0
2026-09-08,a,726,001979.SZ,招商蛇口,-1.250389789089803,False,0.0
2026-09-08,a,727,300251.SZ,光线传媒,-1.2508597547553226,False,0.0
2026-09-08,a,728,605499.SH,东鹏饮料,-1.2511787969973425,False,0.0
2026-09-08,a,729,002714.SZ,牧原股份,-1.2533347675867332,False,0.0
2026-09-08,a,730,000002.SZ,万科A,-1.2569622489124936,False,0.0
2026-09-08,a,731,000768.SZ,中航西飞,-1.2614740735337795,False,0.0
2026-09-08,a,732,601298.SH,青岛港,-1.2639774946095823,False,0.0
2026-09-08,a,733,688271.SH,联影医疗,-1.3054022386286006,False,0.0
2026-09-08,a,734,600674.SH,川投能源,-1.320521371967867,False,0.0
2026-09-08,a,735,601698.SH,中国卫通,-1.3237282256641867,False,0.0
2026-09-08,a,736,601328.SH,交通银行,-1.3271302207823166,False,0.0
2026-09-08,a,737,603259.SH,药明康德,-1.3314844042613472,False,0.0
2026-09-08,a,738,601009.SH,南京银行,-1.3370324553255963,False,0.0
2026-09-08,a,739,002558.SZ,巨人网络,-1.351193105862124,False,0.0
2026-09-08,a,740,600436.SH,片仔癀,-1.3684664534961777,False,0.0
2026-09-08,a,741,688166.SH,博瑞医药,-1.369203627483241,False,0.0
2026-09-08,a,742,600438.SH,通威股份,-1.4080795001878552,False,0.0
2026-09-08,a,743,300999.SZ,金龙鱼,-1.4251005768647111,False,0.0
2026-09-08,a,744,002602.SZ,世纪华通,-1.4515387884875048,False,0.0
2026-09-08,a,745,300450.SZ,先导智能,-1.5283592450531298,False,0.0
2026-09-08,a,746,002261.SZ,拓维信息,-1.5292607853523932,False,0.0
2026-09-08,a,747,600118.SH,中国卫星,-1.5354226459750668,False,0.0
2026-09-08,a,748,600901.SH,江苏金租,-1.5496560013702765,False,0.0
2026-09-08,a,749,600760.SH,中航沈飞,-1.5568927153949712,False,0.0
2026-09-08,a,750,600104.SH,上汽集团,-1.5820617087160547,False,0.0
2026-09-08,a,751,300760.SZ,迈瑞医疗,-1.6277584650676893,False,0.0
2026-09-08,a,752,000596.SZ,古井贡酒,-1.6292099499712516,False,0.0
2026-09-08,a,753,302132.SZ,中航成飞,-1.62992579133237,False,0.0
2026-09-08,a,754,300803.SZ,指南针,-1.643586510896296,False,0.0
2026-09-08,a,755,688183.SH,生益电子,-1.6970689800398346,False,0.0
2026-09-08,a,756,600048.SH,保利发展,-1.7394428953467735,False,0.0
2026-09-08,a,757,002821.SZ,凯莱英,-1.7779560784885153,False,0.0
2026-09-08,a,758,601577.SH,长沙银行,-1.781303628628318,False,0.0
2026-09-08,a,759,600256.SH,广汇能源,-1.804578690330486,False,0.0
2026-09-08,a,760,002837.SZ,英维克,-1.8782966220066986,False,0.0
2026-09-08,a,761,600536.SH,中国软件,-1.8851250988872987,False,0.0
2026-09-08,a,762,600601.SH,方正科技,-1.9003998798809296,False,0.0
2026-09-08,a,763,688617.SH,惠泰医疗,-1.9516844913709852,False,0.0
2026-09-08,a,764,601665.SH,齐鲁银行,-1.9843469463779817,False,0.0
2026-09-08,a,765,600809.SH,山西汾酒,-1.9885717121690818,False,0.0
2026-09-08,a,766,601136.SH,首创证券,-2.0365434496989487,False,0.0
2026-09-08,a,767,300394.SZ,天孚通信,-2.0588002665264162,False,0.0
2026-09-08,a,768,300395.SZ,菲利华,-2.075242440083645,False,0.0
2026-09-08,a,769,600177.SH,雅戈尔,-2.0791816014432776,False,0.0
2026-09-08,a,770,000301.SZ,东方盛虹,-2.0952856065775336,False,0.0
2026-09-08,a,771,601998.SH,中信银行,-2.0961898543530046,False,0.0
2026-09-08,a,772,601127.SH,赛力斯,-2.1218301377801336,False,0.0
2026-09-08,a,773,600150.SH,中国船舶,-2.170272384299365,False,0.0
2026-09-08,a,774,000703.SZ,恒逸石化,-2.5773733659695064,False,0.0
2026-09-08,a,775,601212.SH,白银有色,-2.580345473601239,False,0.0
2026-09-08,a,776,600967.SH,内蒙一机,-2.7002198000019897,False,0.0
2026-09-08,a,777,600737.SH,中粮糖业,-2.9131365282272705,False,0.0
2026-09-08,a,778,601169.SH,北京银行,-3.098158841866371,False,0.0
2026-09-08,a,779,688002.SH,睿创微纳,-3.19975044382993,False,0.0
2026-09-08,a,780,601118.SH,海南橡胶,-4.244116776222278,False,0.0
2026-09-08,a,781,300413.SZ,芒果超媒,-5.137187433766096,False,0.0
