trade_date,wind_code,close,volume,amt
2024-01-25,09956.HK,4.3325374688203,1708500,7538991.0
2024-01-26,09956.HK,4.1564975716673,1082000,4626860.0
2024-01-29,09956.HK,4.0978176059496,1476498,6166320.0
2024-01-30,09956.HK,3.8728777373653,1215500,4864886.0
2024-01-31,09956.HK,3.7848577887888,2021548,7751582.0
2024-02-01,09956.HK,3.7163978287849,1696500,6389444.0
2024-02-02,09956.HK,3.5892579030633,3363500,12283655.0
2024-02-05,09956.HK,3.295858074475,6318000,21349465.0
2024-02-06,09956.HK,3.3838780230515,11135000,38548475.0
2024-02-07,09956.HK,3.4229980001966,4256000,15155227.0
2024-02-08,09956.HK,3.471897971628,4809000,17031475.0
2024-02-09,09956.HK,3.403438011624,1156000,4009940.0
2024-02-14,09956.HK,3.3154180630476,1024017,3433475.0
2024-02-15,09956.HK,3.4621179773417,1509500,5279780.0
2024-02-16,09956.HK,3.7066178344986,1177000,4382353.0
2024-02-19,09956.HK,3.6088178916358,1525500,5599063.0
2024-02-20,09956.HK,3.5990378973496,1097000,4042190.0
2024-02-21,09956.HK,3.6479378687809,2026000,7610081.0
2024-02-22,09956.HK,3.6283778802084,870500,3213705.0
2024-02-23,09956.HK,3.6381578744947,1198000,4428810.0
2024-02-26,09956.HK,3.8141977716476,4305212,16935298.0
2024-02-27,09956.HK,3.863097743079,1730360,6684242.0
2024-02-28,09956.HK,3.7457378116437,857000,3294863.0
2024-02-29,09956.HK,4.0195776516594,5152500,21115062.0
2024-03-01,09956.HK,4.3325374688203,3269000,14165115.0
2024-03-04,09956.HK,4.4694573888281,1881500,8377336.0
2024-03-05,09956.HK,4.5183573602595,3975500,18554858.0
2024-03-06,09956.HK,4.6259372974085,1952000,9199765.0
2024-03-07,09956.HK,4.5672573316909,1638500,7685420.0
2024-03-08,09956.HK,4.5281373545458,1298500,6052712.0
2024-03-11,09956.HK,4.3618774516791,1628500,7331034.0
2024-03-12,09956.HK,4.3814374402517,2050100,9059325.0
2024-03-13,09956.HK,4.4205574173968,1654500,7422137.0
2024-03-14,09956.HK,4.4401174059693,1429974,6513400.0
2024-03-15,09956.HK,4.5281373545458,22853500,105739507.0
2024-03-18,09956.HK,4.4792373831144,1357000,6295517.0
2024-03-19,09956.HK,4.4890173774007,1213500,5576665.0
2024-03-20,09956.HK,4.4107774231105,1141000,5186475.0
2024-03-21,09956.HK,4.5085773659732,1178000,5420700.0
2024-03-22,09956.HK,4.3716574459654,1341000,5952872.0
2024-03-25,09956.HK,4.4107774231105,1446500,6513950.0
2024-03-26,09956.HK,4.5085773659732,1220000,5585360.0
2024-03-27,09956.HK,4.5476973431183,1156000,5394075.0
2024-03-28,09956.HK,4.8410971717066,3678460,18246387.0
2024-04-02,09956.HK,4.889997143138,1134000,5662175.0
