market,fee_per_side,date,signal_date,equity_before_trades,cash,holdings_value,equity,net_value,cash_weight,signal_exclusion_reserved_cash,trade_gross,fees_paid,held_stocks,pending_orders,stale_market_value,max_stale_trading_days,benchmark_close,benchmark_nav,account_evidence_status
hk,0.005,2024-04-02,2024-03-28,1346646.1329651373,17397.20933626707,1321765.63879086,1339162.8481271272,1.3391628481271272,0.012991108109516154,0.0,1496656.9676020294,7483.284838010145,17,4,0.0,0,16931.52,0.6439877558223742,complete_account
hk,0.005,2024-04-03,2024-03-28,1350722.6040009656,95331.35182348237,1254963.0645267935,1350294.416350276,1.350294416350276,0.07060041918943456,0.0,85637.53013790483,428.18765068952416,16,3,724.0,1,16725.1,0.6361366029101221,complete_account
hk,0.005,2024-04-05,2024-03-28,1337539.6228701463,68670.67162348237,1268736.311046664,1337406.9826701463,1.3374069826701462,0.05134612912397144,0.0,26528.04,132.6402,16,3,79632.29355030676,2,16723.92,0.6360917217918367,complete_account
hk,0.005,2024-04-08,2024-03-28,1343414.615570294,63418.94192348236,1279881.2839468117,1343300.225870294,1.343300225870294,0.04721129402207511,0.0,22877.940000000002,114.3897,16,3,0.0,0,16732.85,0.6364313729666571,complete_account
hk,0.005,2024-04-09,2024-03-28,1360032.8394487223,40000.46482348235,1319806.99752524,1359807.4623487224,1.3598074623487224,0.029416271002360654,0.0,45075.42,225.3771,16,3,1096.0444444444433,1,16828.07,0.6400530510032071,complete_account
hk,0.005,2024-04-10,2024-03-28,1358621.3033416118,40380.38034648575,1318116.638196733,1358497.0185432187,1.3584970185432188,0.02972430546059465,0.0,24856.95967860358,124.2847983930179,16,2,1094.839999999986,2,17139.17,0.6518856915952118,complete_account
hk,0.005,2024-04-11,2024-03-28,1363439.0134481613,44746.440346485746,1318670.6331016757,1363417.0734481614,1.3634170734481614,0.03281933402324161,0.0,4388.0,21.94,16,2,1094.839999999986,3,17095.03,0.6502068334925725,complete_account
hk,0.005,2024-04-12,2024-03-28,1372652.498861324,53723.03184648575,1318884.3585148384,1372607.3903613242,1.3726073903613243,0.039139401567948526,0.0,9021.7,45.10850000000001,16,2,1084.000000000005,4,16721.69,0.6360069040852467,complete_account
hk,0.005,2024-04-15,2024-03-28,1363801.3081690634,59338.49176048575,1304409.2535225777,1363747.7452830635,1.3637477452830635,0.043511339956913565,0.0,10712.5772,53.562886,16,2,0.0,0,16600.46,0.6313959397041193,complete_account
hk,0.005,2024-04-16,2024-03-28,1347406.058287525,59604.74486048575,1287796.3465270393,1347401.091387525,1.347401091387525,0.04423682394312599,0.0,993.3800000000001,4.9669,16,2,0.0,0,16248.97,0.6180270716819921,complete_account
hk,0.005,2024-04-17,2024-03-28,1358293.167794453,63222.20101048575,1295023.1929339673,1358245.393944453,1.358245393944453,0.04654696514514467,0.0,9554.77,47.773849999999996,16,2,0.0,0,16251.84,0.6181362316900252,complete_account
hk,0.005,2024-04-18,2024-03-28,1381561.537874157,71685.86905989905,1309833.1378190347,1381519.0068789339,1.3815190068789338,0.05188916598538052,0.0,8506.199044636485,42.53099522318243,15,1,6955.938086392005,1,16385.87,0.6232340421000103,complete_account
hk,0.005,2024-04-19,2024-03-28,1376845.1862114046,71685.86905989905,1305159.3171515055,1376845.1862114046,1.3768451862114046,0.05206530826980878,0.0,0.0,0.0,15,1,6955.938086392005,2,16224.14,0.6170826664557,complete_account
hk,0.005,2024-04-22,2024-03-28,1373607.2883103008,71685.86905989905,1301921.4192504017,1373607.2883103008,1.3736072883103008,0.05218803778194941,0.0,0.0,0.0,15,1,6955.938086392005,3,16511.69,0.6280195864242984,complete_account
hk,0.005,2024-04-23,2024-03-28,1361857.5677182488,71685.86905989905,1290171.6986583497,1361857.5677182488,1.3618575677182487,0.05263830136069703,0.0,0.0,0.0,15,1,6948.418153325554,4,16828.93,0.640085760970771,complete_account
hk,0.005,2024-04-24,2024-03-28,1377011.7625838837,71685.86905989905,1305325.8935239846,1377011.7625838837,1.3770117625838838,0.05205900995746371,0.0,0.0,0.0,15,1,6948.418153325554,5,17201.27,0.6542476555320923,complete_account
hk,0.005,2024-04-25,2024-03-28,1396448.3046506972,71685.86905989905,1324762.435590798,1396448.3046506972,1.3964483046506972,0.05133442378150211,0.0,0.0,0.0,15,1,6948.418153325554,6,17284.54,0.6574148171588883,complete_account
hk,0.005,2024-04-26,2024-03-28,1389506.8274429308,71685.86905989905,1317820.9583830317,1389506.8274429308,1.3895068274429307,0.05159087213110027,0.0,0.0,0.0,15,1,6948.418153325554,7,17651.15,0.6713587720526037,complete_account
hk,0.005,2024-04-29,2024-03-28,1386191.357386087,68846.06065989906,1317331.1683261879,1386177.228986087,1.386177228986087,0.04966613158856764,0.0,2825.68,14.1284,15,1,0.0,0,17746.91,0.6750009889059961,complete_account
hk,0.005,2024-04-30,2024-03-28,1383904.5186761445,68846.06065989906,1315058.4580162454,1383904.5186761445,1.3839045186761445,0.04974769554604664,0.0,0.0,0.0,15,1,9736.498487993724,1,17763.03,0.6756141106235889,complete_account
hk,0.005,2024-05-02,2024-04-30,1391971.15853389,39831.97082264544,1345332.0450034735,1385164.0158261189,1.385164015826119,0.028756140332514665,0.0,1361428.5415541711,6807.142707770858,18,7,9736.498487993724,2,18207.13,0.6925053857341943,complete_account
hk,0.005,2024-05-03,2024-04-30,1390205.5961659723,7873.649925014106,1381774.6476839422,1389648.2976089562,1.3896482976089561,0.005665929961243857,0.0,111459.71140320919,557.2985570160458,17,4,9736.498487993724,3,18475.92,0.7027287719917479,complete_account
hk,0.005,2024-05-06,2024-04-30,1407569.6787684856,-2.7284841053187847e-12,1407467.7879728389,1407467.7879728389,1.4074677879728388,-1.938576590266831e-18,0.0,20378.15912936727,101.89079564683637,17,4,9736.498487993724,4,18578.3,0.7066227795256902,complete_account
